ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spent,Total_Purchases,Web_Purchase_Ratio,Catalog_Purchase_Ratio,Store_Purchase_Ratio,Customer_Tenure_Days,Customer_Tenure_Years,Tenure_Group
10727,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1586,23,0.30434782608695654,0.13043478260869565,0.5652173913043478,408,1,<1 yr
9624,1958,PhD,Together,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,963,13,0.23076923076923078,0.3076923076923077,0.46153846153846156,202,0,<1 yr
5156,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,889,21,0.2857142857142857,0.14285714285714285,0.5714285714285714,351,0,<1 yr
4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,93,6,0.3333333333333333,0.16666666666666666,0.5,320,0,<1 yr
8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,1587,20,0.3,0.35,0.35,623,1,<1 yr
8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,16,3,0.3333333333333333,0.0,0.6666666666666666,297,0,<1 yr
6945,1952,Graduation,Single,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,1375,31,0.2903225806451613,0.3548387096774194,0.3548387096774194,576,1,<1 yr
944,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,393,13,0.3076923076923077,0.15384615384615385,0.5384615384615384,723,1,<1 yr
1907,1950,Master,Divorced,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1477,21,0.38095238095238093,0.19047619047619047,0.42857142857142855,825,2,1-3 yrs
701,1971,Graduation,Married,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1179,16,0.375,0.125,0.5,421,1,<1 yr
3856,1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1005,22,0.18181818181818182,0.22727272727272727,0.5909090909090909,818,2,1-3 yrs
4149,1948,PhD,Together,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,1348,20,0.25,0.45,0.3,233,0,<1 yr
2131,1959,PhD,Divorced,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1307,19,0.47368421052631576,0.21052631578947367,0.3157894736842105,732,2,1-3 yrs
2942,1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,486,13,0.38461538461538464,0.3076923076923077,0.3076923076923077,604,1,<1 yr
1173,1947,Master,Together,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,2252,12,0.3333333333333333,0.16666666666666666,0.5,662,1,<1 yr
4381,1971,PhD,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,235,10,0.3,0.1,0.6,501,1,<1 yr
4611,1970,Graduation,Together,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,1724,30,0.3,0.26666666666666666,0.43333333333333335,710,1,<1 yr
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,235,10,0.3,0.1,0.6,384,1,<1 yr
4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,1092,25,0.28,0.24,0.48,223,0,<1 yr
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,599,15,0.4666666666666667,0.06666666666666667,0.4666666666666667,472,1,<1 yr
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,2008,19,0.21052631578947367,0.3157894736842105,0.47368421052631576,318,0,<1 yr
6728,1985,Graduation,Together,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,48,4,0.25,0.0,0.75,857,2,1-3 yrs
6661,1974,Graduation,Married,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,1174,27,0.3333333333333333,0.2222222222222222,0.4444444444444444,872,2,1-3 yrs
4725,1950,PhD,Together,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,67,6,0.16666666666666666,0.16666666666666666,0.6666666666666666,263,0,<1 yr
3277,1955,Graduation,Divorced,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,365,13,0.5384615384615384,0.07692307692307693,0.38461538461538464,881,2,1-3 yrs
5555,1975,Graduation,Divorced,153924.0,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,,328,0,<1 yr
2564,1953,Graduation,Together,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,165,8,0.375,0.125,0.5,362,0,<1 yr
946,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,210,9,0.3333333333333333,0.1111111111111111,0.5555555555555556,831,2,1-3 yrs
3867,1947,PhD,Together,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,1095,25,0.36,0.12,0.52,488,1,<1 yr
6940,1966,PhD,Single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,223,8,0.375,0.25,0.375,437,1,<1 yr
55,1963,Graduation,Together,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,597,18,0.3888888888888889,0.1111111111111111,0.5,755,2,1-3 yrs
7093,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,22,3,0.0,0.0,1.0,413,1,<1 yr
5084,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1064,23,0.2608695652173913,0.17391304347826086,0.5652173913043478,372,1,<1 yr
1777,1980,Basic,Married,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,74,5,0.4,0.0,0.6,846,2,1-3 yrs
8162,1956,Master,Together,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,26,4,0.25,0.0,0.75,730,2,1-3 yrs
10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,4,0.25,0.25,0.5,734,2,1-3 yrs
8754,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,20,3,0.3333333333333333,0.0,0.6666666666666666,595,1,<1 yr
1987,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,59,5,0.4,0.0,0.6,463,1,<1 yr
11007,1968,PhD,Married,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,34,4,0.25,0.0,0.75,602,1,<1 yr
7426,1971,2n Cycle,Married,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,198,9,0.3333333333333333,0.1111111111111111,0.5555555555555556,420,1,<1 yr
9153,1964,PhD,Married,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,1048,25,0.28,0.32,0.4,521,1,<1 yr
10379,1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,574,16,0.3125,0.125,0.5625,419,1,<1 yr
9204,1970,Graduation,Widow,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,1029,13,0.3076923076923077,0.23076923076923078,0.46153846153846156,841,2,1-3 yrs
3197,1980,Graduation,Married,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,670,18,0.3333333333333333,0.2222222222222222,0.4444444444444444,381,1,<1 yr
2920,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,990,14,0.14285714285714285,0.2857142857142857,0.5714285714285714,761,2,1-3 yrs
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,11,3,0.3333333333333333,0.0,0.6666666666666666,224,0,<1 yr
4673,1963,PhD,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,1241,18,0.5555555555555556,0.16666666666666666,0.2777777777777778,793,2,1-3 yrs
9937,1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,576,16,0.125,0.125,0.75,364,0,<1 yr
8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,172,8,0.5,0.125,0.375,564,1,<1 yr
9596,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,664,19,0.15789473684210525,0.15789473684210525,0.6842105263157895,374,1,<1 yr
2891,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,928,21,0.38095238095238093,0.42857142857142855,0.19047619047619047,440,1,<1 yr
4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,2074,29,0.3793103448275862,0.1724137931034483,0.4482758620689655,854,2,1-3 yrs
75,1982,2n Cycle,Together,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,467,14,0.5714285714285714,0.07142857142857142,0.35714285714285715,525,1,<1 yr
10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,257,10,0.3,0.1,0.6,434,1,<1 yr
6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,1146,16,0.125,0.5,0.375,378,1,<1 yr
10142,1976,PhD,Divorced,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,689,18,0.2777777777777778,0.1111111111111111,0.6111111111111112,665,1,<1 yr
9826,1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,2114,21,0.23809523809523808,0.2857142857142857,0.47619047619047616,841,2,1-3 yrs
1501,1982,PhD,Married,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,1717,29,0.0,0.9655172413793104,0.034482758620689655,880,2,1-3 yrs
10767,1989,PhD,Together,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,1346,20,0.15,0.25,0.6,230,0,<1 yr
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,1044,14,0.2857142857142857,0.42857142857142855,0.2857142857142857,458,1,<1 yr
7230,1960,PhD,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,493,16,0.25,0.3125,0.4375,819,2,1-3 yrs
143,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,957,12,0.4166666666666667,0.25,0.3333333333333333,494,1,<1 yr
450,1958,Master,Together,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,270,9,0.1111111111111111,0.4444444444444444,0.4444444444444444,538,1,<1 yr
9316,1952,Basic,Together,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,29,4,0.25,0.0,0.75,425,1,<1 yr
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,121,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,582,1,<1 yr
9239,1961,Master,Married,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,126,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,524,1,<1 yr
8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,23,3,0.3333333333333333,0.0,0.6666666666666666,281,0,<1 yr
2868,1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,57,5,0.4,0.0,0.6,633,1,<1 yr
10888,1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,636,18,0.4444444444444444,0.2222222222222222,0.3333333333333333,424,1,<1 yr
1277,1960,Graduation,Together,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,1004,27,0.37037037037037035,0.25925925925925924,0.37037037037037035,267,0,<1 yr
9977,1973,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,734,17,0.5294117647058824,0.17647058823529413,0.29411764705882354,471,1,<1 yr
10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,614,18,0.4444444444444444,0.1111111111111111,0.4444444444444444,295,0,<1 yr
6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1453,18,0.2777777777777778,0.1111111111111111,0.6111111111111112,324,0,<1 yr
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,1621,14,0.21428571428571427,0.2857142857142857,0.5,247,0,<1 yr
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,187,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,371,1,<1 yr
6988,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1443,20,0.4,0.2,0.4,721,1,<1 yr
4472,1970,PhD,Divorced,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,57,5,0.2,0.2,0.6,188,0,<1 yr
6991,1951,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,637,18,0.5,0.16666666666666666,0.3333333333333333,631,1,<1 yr
3336,1948,PhD,Together,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,948,11,0.18181818181818182,0.36363636363636365,0.45454545454545453,406,1,<1 yr
4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,59,4,0.25,0.25,0.5,721,1,<1 yr
1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,18,3,0.3333333333333333,0.0,0.6666666666666666,538,1,<1 yr
1272,1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,903,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,802,2,1-3 yrs
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,112,6,0.3333333333333333,0.16666666666666666,0.5,680,1,<1 yr
1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,596,17,0.29411764705882354,0.23529411764705882,0.47058823529411764,597,1,<1 yr
6969,1982,Graduation,Together,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,233,10,0.4,0.1,0.5,512,1,<1 yr
10479,1975,PhD,Married,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,1511,10,0.3,0.2,0.5,755,2,1-3 yrs
3619,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,1152,16,0.3125,0.1875,0.5,830,2,1-3 yrs
1715,1978,Graduation,Together,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,48,5,0.4,0.0,0.6,689,1,<1 yr
10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,1185,25,0.44,0.2,0.36,641,1,<1 yr
1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,21,3,0.3333333333333333,0.0,0.6666666666666666,278,0,<1 yr
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,965,14,0.35714285714285715,0.2857142857142857,0.35714285714285715,743,2,1-3 yrs
4990,1954,Graduation,Married,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,869,20,0.55,0.05,0.4,609,1,<1 yr
4329,1984,PhD,Married,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,16,4,0.25,0.0,0.75,223,0,<1 yr
10936,1965,Graduation,Married,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,1947,15,0.3333333333333333,0.4,0.26666666666666666,687,1,<1 yr
4692,1976,Graduation,Married,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,71,7,0.5714285714285714,0.14285714285714285,0.2857142857142857,883,2,1-3 yrs
7212,1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,65,5,0.4,0.0,0.6,207,0,<1 yr
6086,1955,Graduation,Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,1380,23,0.2608695652173913,0.21739130434782608,0.5217391304347826,404,1,<1 yr
437,1976,Master,Divorced,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,1027,22,0.13636363636363635,0.36363636363636365,0.5,341,0,<1 yr
11171,1965,Master,Married,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,411,14,0.42857142857142855,0.21428571428571427,0.35714285714285715,447,1,<1 yr
11101,1991,Graduation,Together,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,836,25,0.44,0.24,0.32,626,1,<1 yr
5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,11,3,0.0,0.0,1.0,461,1,<1 yr
610,1953,PhD,Together,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,480,15,0.4666666666666667,0.13333333333333333,0.4,877,2,1-3 yrs
9384,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,606,16,0.25,0.125,0.625,568,1,<1 yr
5956,1948,PhD,Divorced,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,284,11,0.5454545454545454,0.09090909090909091,0.36363636363636365,442,1,<1 yr
10430,1973,Graduation,Divorced,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,1472,11,0.36363636363636365,0.2727272727272727,0.36363636363636365,449,1,<1 yr
7875,1949,Graduation,Married,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,1677,25,0.16,0.32,0.52,247,0,<1 yr
7072,1973,Graduation,Married,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,1335,17,0.47058823529411764,0.29411764705882354,0.23529411764705882,643,1,<1 yr
6255,1952,Master,Together,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,334,12,0.3333333333333333,0.08333333333333333,0.5833333333333334,212,0,<1 yr
6516,1989,Basic,Married,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,18,3,0.3333333333333333,0.0,0.6666666666666666,654,1,<1 yr
5564,1969,Graduation,Together,62882.0,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,1338,18,0.3888888888888889,0.2777777777777778,0.3333333333333333,875,2,1-3 yrs
5682,1953,PhD,Single,64108.0,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,1099,26,0.23076923076923078,0.34615384615384615,0.4230769230769231,649,1,<1 yr
7458,1956,Master,Together,34941.0,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,97,6,0.5,0.0,0.5,666,1,<1 yr
5237,1950,PhD,Single,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,63,6,0.3333333333333333,0.16666666666666666,0.5,365,1,<1 yr
7761,1978,2n Cycle,Together,38702.0,1,0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,109,7,0.42857142857142855,0.0,0.5714285714285714,518,1,<1 yr
5278,1964,Graduation,Married,82224.0,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,902,20,0.3,0.45,0.25,341,0,<1 yr
3560,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,1574,19,0.21052631578947367,0.21052631578947367,0.5789473684210527,599,1,<1 yr
7235,1975,2n Cycle,Married,17003.0,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,38,6,0.3333333333333333,0.0,0.6666666666666666,388,1,<1 yr
10548,1995,Graduation,Single,71163.0,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,960,23,0.13043478260869565,0.34782608695652173,0.5217391304347826,298,0,<1 yr
2281,1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,28,3,0.3333333333333333,0.0,0.6666666666666666,473,1,<1 yr
4073,1954,2n Cycle,Married,63564.0,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,1215,27,0.37037037037037035,0.37037037037037035,0.25925925925925924,337,0,<1 yr
6974,1972,PhD,Together,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,1497,21,0.2857142857142857,0.47619047619047616,0.23809523809523808,366,1,<1 yr
7938,1958,PhD,Together,51518.0,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,449,15,0.2,0.13333333333333333,0.6666666666666666,455,1,<1 yr
7094,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1064,23,0.2608695652173913,0.17391304347826086,0.5652173913043478,372,1,<1 yr
3667,1969,Graduation,Married,80952.0,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,1757,24,0.3333333333333333,0.20833333333333334,0.4583333333333333,672,1,<1 yr
7723,1979,Graduation,Together,75507.0,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,1440,20,0.4,0.3,0.3,244,0,<1 yr
3870,1978,2n Cycle,Together,63855.0,0,0,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,1006,23,0.30434782608695654,0.13043478260869565,0.5652173913043478,691,1,<1 yr
4012,1972,PhD,Together,62220.0,0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,1226,18,0.3888888888888889,0.3333333333333333,0.2777777777777778,873,2,1-3 yrs
5909,1964,Graduation,Married,58512.0,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,1171,15,0.2,0.26666666666666666,0.5333333333333333,469,1,<1 yr
10470,1979,Master,Married,40662.0,1,0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,92,6,0.3333333333333333,0.16666666666666666,0.5,657,1,<1 yr
6488,1959,PhD,Married,38829.0,0,1,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,99,7,0.42857142857142855,0.2857142857142857,0.2857142857142857,270,0,<1 yr
10270,1981,2n Cycle,Married,35523.0,1,0,2013-10-03,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,66,6,0.5,0.0,0.5,455,1,<1 yr
6887,1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,564,17,0.47058823529411764,0.058823529411764705,0.47058823529411764,252,0,<1 yr
